step,seconds,minutes
split data,0.03790140000637621,0.0006316900001062701
build hardcoded clusters,0.006605200003832579,0.00011008666673054298
feature extraction,0.06336719999671914,0.001056119999945319
KNN cross validation,6.378921600000467,0.10631536000000778
validation KNN fit plus prediction,0.18099160000565462,0.00301652666676091
final KNN fit plus test prediction,0.07347410000511445,0.001224568333418574
total pipeline,6.827998300024774,0.11379997166707957
