step,seconds,minutes
split data,0.03209430002607405,0.0005349050004345675
load CSV clusters,0.03735600004438311,0.0006226000007397185
feature extraction,751.7997105000541,12.5299951750009
KNN cross validation,1443.8477841999847,24.064129736666413
validation KNN fit plus prediction,0.09718559996690601,0.0016197599994484334
final KNN fit plus test prediction,0.04235749994404614,0.000705958332400769
total pipeline,2195.8975041999947,36.59829173666658
