stock_id,QLIKE,RMSPE%,MAPE%,RMSE,MSE_rv,MAE_log,MSE_log_rv
stock_29,0.015726398561996438,20.657573887840137,15.053129625056416,0.00018268742320016988,3.337469459551797e-08,0.1411905530636863,0.0330021041919493
stock_69,0.02015102675420756,22.715656658381338,16.630366503464654,0.0002793388351464638,7.803018482098329e-08,0.15686375202665603,0.041245280612484246
stock_56,0.021158936990517883,23.216986910688973,17.159653929840974,0.000505712184433975,2.557448134849827e-07,0.1608705311939849,0.04368899245606886
stock_50,0.021425481189900033,23.373248729287262,17.06656401059547,0.0004124176936819359,1.700883540619271e-07,0.16018212816626912,0.04413668015290844
stock_14,0.02319066269039533,24.341554559594005,17.743945319320005,0.00043028901956950746,1.8514864036208795e-07,0.1655237876702442,0.047294254081412405
stock_35,0.024640198837915288,24.549562277909033,18.10751446901044,0.0005001404932459877,2.501405129843399e-07,0.17142616217377143,0.049827707924705644
stock_10,0.032109717932229956,25.383284945858854,19.13120094591233,0.0005698553972394689,3.2473517376295296e-07,0.18268887384298468,0.05950600277299151
stock_61,0.023540135068652306,25.61817192371649,18.615308802581456,0.0004324269250193045,1.869930454816512e-07,0.171421058717589,0.049657933127989815
stock_43,0.028260005538042417,25.811715896727456,18.31766405654733,0.0001935742016234257,3.7470971534146665e-08,0.1732538579996762,0.054338217174332064
stock_96,0.02491328881874093,26.051175675295507,19.53363519563526,0.000556541468021828,3.097384056278914e-07,0.18119151461971353,0.05228671684333575
stock_119,0.026370156084963157,26.989469035033526,19.463094917172533,0.0004887986467931227,2.389241171067879e-07,0.18049511797948195,0.05479473013766897
stock_84,0.027933766597430146,27.62676544813622,19.48082131360826,0.0005541508173408392,3.070831283595201e-07,0.17982317380024007,0.05760372124721503
stock_44,0.026220740212563414,28.303750447610852,19.555062729309082,0.00047301429897883166,2.2374252703843555e-07,0.17765339509270084,0.055828778150701426
stock_77,0.022421519444168814,28.364759040671483,18.30150439005563,0.0016019009103044907,2.5660865264343563e-06,0.16566977301130764,0.048872109382395876
stock_36,0.028128703385379303,28.804751517176445,20.27214604374353,0.0004945505094938352,2.4458020644061197e-07,0.1880151858737295,0.05866623508774598
stock_76,0.028995613748430755,29.105378293205987,21.361567629697856,0.000604064224868068,3.648935877654599e-07,0.19395965622878,0.061480652857888535
