stock_id,QLIKE,RMSPE%,MAPE%,RMSE,MSE_rv,MAE_log,MSE_log_rv
stock_29,0.01749453046388582,20.159120720208765,15.308759584080004,0.00018708730336846187,3.500165908168288e-08,0.14571285632122766,0.03523731510252461
stock_56,0.020672057326671295,22.597409753970116,16.929644293541514,0.00048501550888112966,2.3524004385522117e-07,0.15955094770731107,0.042410821801643066
stock_50,0.02063048714122774,22.840084781026757,17.34483785179369,0.00036546400479706294,1.3356393880230765e-07,0.1626986846470597,0.042607736836663426
stock_124,0.02247728250636656,23.040558260937722,16.757530726038464,0.00048453215020370465,2.3477140458102541e-07,0.16018015906613103,0.044966876721499766
stock_61,0.02212544831716391,23.995093186704562,17.87605885792721,0.0004031277541178314,1.6251198614008675e-07,0.16749584582057625,0.04598311521627556
stock_69,0.02408161574798454,24.444025296175173,18.156996211788236,0.0002791889226417451,7.794645452585834e-08,0.17065503220724895,0.04888995260835517
stock_119,0.0239477538661226,24.73770579445337,18.336408672436065,0.0004908623644736932,2.4094586085670486e-07,0.17143871445676606,0.04921671861972683
stock_35,0.023852872173278666,24.96641579495552,17.867106188034164,0.0004912056004265235,2.412829418903814e-07,0.16770950986414165,0.04863026300101038
stock_43,0.024636328963454544,25.880143404022384,18.88504930040848,0.00017378800984393981,3.0202272365517324e-08,0.17553266088951094,0.05081279209934895
stock_77,0.02545999347560316,26.470948062935896,18.067714270885574,0.0006425084295606344,4.128170820564727e-07,0.16625977534327285,0.05183066082202024
stock_44,0.026940588914908584,26.647864963916355,19.474535534399195,0.0004898314468883192,2.399348463607043e-07,0.18072027243364666,0.05552706796387154
stock_84,0.026373180110917646,26.83731911669942,19.526625940054572,0.0005055273885511441,2.555579405753395e-07,0.18021090872964518,0.05446547188449301
stock_96,0.02550578518939364,26.993800170037453,19.96692387640898,0.0005970041536632515,3.5641395949117526e-07,0.18268527071961618,0.05407944703158016
stock_10,0.03245176456984189,27.16681215867985,20.277440109202207,0.0005629551054547426,3.169184507575603e-07,0.19014629192201418,0.06223733296417188
stock_14,0.026866132364855744,27.195475689845566,19.250333146761626,0.0007032126793959007,4.945080724631618e-07,0.177592824009148,0.054618333181697294
stock_76,0.029225819886684313,29.57806768103764,21.092885484799574,0.0006240628147475712,3.8945439675066135e-07,0.19231461320550233,0.06189263137614253
stock_95,0.03040045219485911,30.409541002738553,21.463656085484793,0.0004920846344625997,2.421472874741903e-07,0.19577774031328427,0.06471976189874644
stock_36,0.033470373264376886,30.736857810308287,21.592122865922626,0.0007062148077524274,4.987393546887979e-07,0.1969101386531437,0.06706549716504091
stock_111,0.0416445966541956,30.84176991835771,21.776522783928005,0.00042659569484947054,1.819838868641026e-07,0.20147535957089913,0.07475889580246994
stock_123,0.03229127323477746,31.153893642142442,22.266741849329332,0.0004699346646364165,2.2083858902694126e-07,0.20202740605351568,0.06805997363390247
stock_73,0.031755540499686395,31.512675719268003,23.182447867961024,0.000587489542994536,3.451439631279287e-07,0.20653611373380024,0.06869734924614158
stock_64,0.03319230621157448,31.87860269900088,23.256491186642076,0.00040882995054226413,1.6714192846039015e-07,0.20912944393920066,0.0711409517614074
stock_20,0.033019454145411395,32.503694546501485,22.363126184119285,0.0006515685935630838,4.2454163211777507e-07,0.20038510793946027,0.07048683780288696
stock_63,0.039081400250033836,33.35620171844859,23.031960319209947,0.0005844595176131901,3.415929277286429e-07,0.20742241995473068,0.07726992322400225
stock_39,0.03380773670877685,34.20526045450955,23.46398092249696,0.0004972810625819063,2.472884552025898e-07,0.2077028760318114,0.07361593744728258
stock_34,0.03381092159933008,34.511962228725885,23.247352844807363,0.00047341684319213227,2.2412350741800397e-07,0.20531768980676013,0.07419165128478235
stock_93,0.033195865775008,34.60145753457794,22.81608086432697,0.0004540684425955276,2.061781505611279e-07,0.20168537126842787,0.07188293035781632
stock_87,0.03789593451438429,35.09521929177504,24.820293519834795,0.0007815252225223792,6.107816734386544e-07,0.22032802135497323,0.08162460060823828
stock_99,0.04119544581967309,35.38762897645692,24.35179830577543,0.0004686563269851689,2.1963875282322955e-07,0.21859356388377632,0.08423401752714232
stock_26,0.03726288378248308,35.58139301813242,24.14960887529702,0.0007175740541780838,5.149125232295716e-07,0.21384149457499965,0.08035001214066263
stock_13,0.04221313651307507,35.87038887812676,24.698705125359513,0.0004741479827035556,2.2481630950185125e-07,0.22261182608129143,0.08743033592847899
stock_109,0.03923597294757985,36.06758984777711,25.17928456339001,0.0006983100805586644,4.876369686098484e-07,0.22334882252206936,0.08420238578968935
stock_113,0.03291286520656864,36.08201196306678,23.426184187241528,0.0005789556425014558,3.3518963598427354e-07,0.20495817368463298,0.07308642451840781
stock_52,0.03747112849053066,36.1819968299856,24.604565245156227,0.0010253660306578495,1.051375496827034e-06,0.21589871923640866,0.08133928652185568
stock_15,0.037244011265688125,36.76247083141759,24.715557401845075,0.0006414005059137644,4.113946089864329e-07,0.21611198956681152,0.08067436857748357
stock_17,0.04160775870720119,36.81720610128891,25.47779931111409,0.0008235344675351611,6.782090192184213e-07,0.22539156892354859,0.08718284573267385
stock_101,0.037122425985268465,37.34252366582444,23.769304164897996,0.0006272480620398408,3.93440131332736e-07,0.2088943401536745,0.07902946640564229
stock_67,0.0384617987658796,37.588124058226065,25.32403641073364,0.0006467833004230882,4.1832863770618274e-07,0.22122410130057735,0.08433817537317585
stock_114,0.04290963593301593,37.70208619955051,26.33696487184871,0.0012175533274866221,1.4824361052737458e-06,0.2340950012068787,0.09192596087135058
stock_108,0.04122651477145871,38.535629174643574,25.282981996341817,0.000543491703366055,2.9538323162773586e-07,0.22185267819481608,0.08779507707353247
stock_53,0.042838722894577755,38.67147183355047,27.218525010188703,0.0004945075717314631,2.4453773849974816e-07,0.23864677090592626,0.09303386588885706
stock_85,0.0401275544897819,39.26791731377172,26.175845825546073,0.0005504357381631075,3.0297950184716505e-07,0.22889438465423875,0.08861084751129196
stock_51,0.03535841704618055,39.4075920338351,23.532862896594697,0.0008568810604442038,7.342451517479832e-07,0.2067498770252895,0.07748223121658342
stock_32,0.03798094354736823,39.42819494786329,22.436368965055152,0.0004298890438438773,1.8480459001700306e-07,0.2030867026268093,0.0791396984369761
stock_125,0.0390912607780797,39.46246205447629,25.468813895522878,0.0003842320170446391,1.4763424292219184e-07,0.22001561178912976,0.0866164200615847
stock_28,0.046478649264295256,39.485090982640074,28.31755999870384,0.000598237115126416,3.578876459147768e-07,0.2487851225464943,0.10034096764410644
stock_23,0.04290648272294848,39.79215679567973,27.615946857880413,0.0008264094814459944,6.829526310238373e-07,0.2390787914272748,0.09498261825794412
stock_47,0.05069722937759568,39.96566711318392,26.601297313034145,0.00047951959847870775,2.2993904532518112e-07,0.23684788508682106,0.10105167132076391
stock_8,0.04100685787981818,40.24201876960008,26.17204297666494,0.0006604540912389242,4.361996066342331e-07,0.22783437862973213,0.09000189185608184
stock_120,0.030017921240902537,40.74769027329867,21.73712149677284,0.001544303723831059,2.3848739914384755e-06,0.18855874799794797,0.06730456325520207
stock_2,0.03506478927902675,41.919961269150605,24.29417802376283,0.000653813331167263,4.274718720120332e-07,0.21044281045818253,0.07892503323019866
stock_46,0.04804585150107853,42.1767914516645,27.530492757366144,0.00031112428932279806,9.679832340661615e-08,0.238948195127552,0.10240469767908839
stock_42,0.04639767233874447,43.323318808912106,28.277029204681213,0.0008721791310160701,7.606964365799471e-07,0.24238755086500782,0.10268632504441853
