stock_id,QLIKE,RMSPE%,MAPE%,RMSE,MSE_rv,MAE_log,MSE_log_rv
stock_29,0.01577011371298052,19.12580948125389,14.795110966804515,0.00017472802510699295,3.052988275778996e-08,0.14149511161715148,0.032100436494783634
stock_69,0.02061639978268111,22.150968135056274,16.99002978095383,0.00028255404641779655,7.983678914707033e-08,0.16072643440297718,0.04185712080908766
stock_124,0.01918129611290239,22.468991910086476,16.996695231602903,0.0004073018854722149,1.6589482590922128e-07,0.1585673195078982,0.04018249947417701
stock_56,0.01937500386754469,22.60860622472808,16.769150315827932,0.0004579566566852335,2.0972429940231683e-07,0.15686936755773068,0.04057860109120935
stock_43,0.02175942443245288,23.233450035232504,17.728938127496015,0.00017341195802938266,3.0071707187584375e-08,0.16629153509290218,0.044618606256303546
stock_61,0.02266509977572339,24.13031523809675,18.021017215704177,0.0004405801187629968,1.9411084104921636e-07,0.16901957594565153,0.046915659372113686
stock_50,0.02065463145520721,24.34056532248039,17.360859805951563,0.0003990201751501988,1.5921710017689535e-07,0.16168341283713195,0.04360032058792913
stock_35,0.022218623800443645,24.89232054408438,17.891976303562764,0.00043946424698764115,1.9312882438041444e-07,0.1663657425208797,0.046347661094219644
stock_119,0.024283830713547703,25.346450733205963,18.930097387689802,0.0004437105961663796,1.9687909315032401e-07,0.17618752055817516,0.050412967860043165
stock_14,0.021719408609645212,25.773106308279758,17.73022308715936,0.00041776107252250943,1.7452431371515736e-07,0.16385066658164069,0.04608433470030271
stock_84,0.02405400414347186,25.97984449389864,18.96063012480167,0.0005048919906835973,2.5491592225644567e-07,0.1748477603015541,0.05071601167740407
stock_44,0.02604702351319455,26.314317500524798,19.479816662650194,0.000443837204049858,1.969914636987953e-07,0.18118791557863292,0.053742204220981395
stock_10,0.026581671660111255,26.832991790711723,19.4520875516826,0.0005056475639108356,2.556794588889626e-07,0.178001326546031,0.05438645128343021
stock_96,0.02612661343097101,27.68273509991787,20.131601656220848,0.0005388888704319362,2.904012146754081e-07,0.1843137573369264,0.05544912271495123
stock_36,0.029608047915585498,28.484742509479098,20.97608821685978,0.00047054283348688656,2.2141055814586784e-07,0.19338728847375491,0.06159561437636394
stock_76,0.02791268109213328,28.634558816862977,21.253995772697536,0.0005844832481020162,3.41620667311883e-07,0.19348206797357623,0.05950141465650502
stock_123,0.028687019876919996,28.71749513172292,20.241639556698743,0.00034227153534543275,1.1714980390771981e-07,0.1863455023432602,0.05971213334351653
stock_73,0.029703331335360975,29.18797899666477,21.401831869800514,0.0005398827262917907,2.914733581482566e-07,0.19612928891520362,0.06260442052408495
stock_51,0.031471151889984894,29.819953363842743,21.483410951801602,0.0004423248379794114,1.9565126229351254e-07,0.19694837943792007,0.06564709060811745
stock_111,0.03201936062587617,31.420297352328642,21.863766068126953,0.0003036371280829328,9.219550555045135e-08,0.19867779775249117,0.06763405580542906
stock_113,0.030288909456210888,32.029063952593184,21.99530689833115,0.0004982030550166006,2.4820628402787394e-07,0.1973293885058583,0.06594438918694992
stock_17,0.03580031705789124,33.216383145421915,23.956096382221176,0.0007725051159399655,5.967641541534195e-07,0.21608915528634243,0.07633291862786802
stock_15,0.03419720785727268,33.31134731419922,23.57380266922668,0.0005791806187270599,3.3545018910905994e-07,0.20971249938302122,0.07400496976793622
stock_101,0.0327558876970271,33.71114776823904,23.02065642780472,0.000630201455660443,3.971538747165413e-07,0.2028213228064446,0.0721102530055732
stock_120,0.032272586805279925,34.0500749742176,21.61295675760536,0.0005918844264008883,3.503271742159086e-07,0.19296152645227357,0.0685705213016848
stock_64,0.036677146502983045,34.12851315513167,24.3637581607568,0.0003811429382031698,1.452699393421453e-07,0.21754433972220258,0.07847127003303592
stock_52,0.036842321082987656,34.12881499425308,23.966069418067118,0.0006068577243188429,3.682762975654447e-07,0.2145207819174949,0.0779833375060311
stock_39,0.03546724407478256,34.37287360968725,24.233492169892788,0.0005018932213646692,2.5189680565180485e-07,0.2142152207248855,0.07725036902390105
stock_109,0.03604455695040724,34.41640494025563,24.665194272288424,0.0006700390252113365,4.4895229530615807e-07,0.2193492650926667,0.07778450131747758
stock_20,0.03578605674005915,34.61185361666521,24.16513039161478,0.0005430717469912467,2.949269223801247e-07,0.2140339016896488,0.07757022474195528
stock_93,0.0306056292571533,35.03106318639206,21.192234974506892,0.00045339063815501567,2.0556307076661237e-07,0.19214606388120728,0.06559713012996161
stock_77,0.02453508315430977,35.136352713949066,18.562227517301473,0.0009882840593991417,9.767053820624464e-07,0.16441275583572135,0.05485121371002391
stock_125,0.03771966892130476,35.29032442108168,24.704180041913293,0.0003364057059227176,1.1316879897736194e-07,0.21798979693620674,0.0815477029257932
stock_13,0.039229477910693054,37.188079145858715,25.47799066983462,0.0005804473489976838,3.36919124958439e-07,0.22345994097941047,0.0859092951383255
stock_2,0.033074809374740874,37.26497177151301,23.453042913805387,0.0006239353943717904,3.892953763498816e-07,0.20517547238323097,0.07375320848590991
stock_34,0.03886485378114997,37.2962451884925,25.64133324017787,0.0006527821465539351,4.2612453085956324e-07,0.2250729618147706,0.08495911659487812
stock_46,0.042225096001740466,37.81260352395457,24.95452297635134,0.00031061078325510976,9.647905867435279e-08,0.22156984552426479,0.08913524782584663
stock_108,0.03765617944788456,37.966730053641356,24.499091196830147,0.0004994318094948548,2.4943213233530486e-07,0.2133744307308096,0.08256778792482572
stock_99,0.04020846852510254,38.1203963713413,25.44961600124976,0.00041209778851239995,1.6982458729681073e-07,0.22423002708056033,0.08713376287103536
stock_67,0.03550708007812644,38.13287565902931,23.989992807000927,0.0005077358039766082,2.5779564663977275e-07,0.21081709884952135,0.07823101973882488
stock_32,0.03503345073371353,38.28672405674771,22.831543204733503,0.00035020017411868887,1.2264016195276002e-07,0.20404850519386042,0.07527751213105954
stock_53,0.040719225670991975,38.53831003742415,26.88749509150487,0.00044773482570431653,2.0046647414847473e-07,0.23287914793701373,0.09012784800721313
