stock_id,QLIKE,RMSPE%,MAPE%,RMSE,MSE_rv,MAE_log,MSE_log_rv
stock_29,0.0175579669047334,20.345308292619322,15.667031872216683,0.00017653110137342437,3.1163229752114226e-08,0.14920477665130655,0.03572465502582871
stock_56,0.01763080103698248,20.710560740958293,15.836917845996497,0.00044134593714324056,1.9478623623284524e-07,0.14985454166424544,0.03623088036887435
stock_124,0.018128884465006653,21.41941960195103,15.73229567784411,0.000411283967742672,1.6915450212215526e-07,0.14866689058721072,0.03741164045515801
stock_50,0.019499147483516468,22.0255288391716,16.731542331097273,0.000333581497963175,1.112766157833557e-07,0.15720138753972882,0.040200004140175605
stock_69,0.02097129703714894,24.628184908161955,17.16974906581703,0.00028509448560635895,8.127886572315441e-08,0.15897537027231273,0.04401872275529702
stock_61,0.022137562273513812,24.892742776726305,17.976464343897195,0.0004086874969648063,1.6702547017535854e-07,0.16605812055736047,0.046867177107293004
stock_14,0.0238049345204116,25.09567160391533,18.1480886607148,0.000378295732395369,1.4310766114854864e-07,0.1690384573472919,0.04890171047044437
stock_43,0.02572400958957637,25.871874609007378,18.258960871888995,0.00018407306916501975,3.388289479183014e-08,0.16936340090178154,0.050934582367605924
stock_35,0.02553102917137089,25.975702973047476,18.687082411373314,0.0005447499113080484,2.967524658701266e-07,0.174642102977561,0.0521574879104607
stock_10,0.029463878113056705,27.284430190744697,19.95003955649687,0.0005751374781285357,3.3078311874805184e-07,0.18408076680631216,0.058655212834728195
stock_119,0.02553091122844669,27.48407184473109,19.85094265333138,0.00047043157471424597,2.2130586648812518e-07,0.18226826290003953,0.054115794503899174
stock_123,0.029038481568355253,27.618893128594387,20.397651089009155,0.000381453847639333,1.4550703787885146e-07,0.1885591992883198,0.05947037931434901
stock_44,0.027066284670530058,27.686456990254815,20.135470926423615,0.0004885123126680271,2.386442796282643e-07,0.18458971285297066,0.05680254591469801
stock_96,0.027221716876480232,27.911501334135124,20.867513278127536,0.0005708887724668811,3.259139905287424e-07,0.19046122473904012,0.05789245703616431
stock_95,0.028315941567803447,28.993153857283183,20.36237477976919,0.0005598942340650539,3.1348155333929333e-07,0.1863895478326137,0.059631790863942484
stock_93,0.031263585783328336,29.902335624428822,22.15619288776594,0.00036613303050774605,1.3405339602878612e-07,0.20239745432235387,0.0657134793519401
stock_76,0.030195725753443526,29.991916246013506,21.366985930104544,0.0005835163572692889,3.4049133920082043e-07,0.19519052606910708,0.06354973849430866
stock_101,0.031048593836729872,30.25647791743354,22.17824148535686,0.0005549173898757497,3.0793330958651475e-07,0.20145841726738878,0.06606052747099078
stock_120,0.029017533716767286,30.375801705377842,20.28198422982279,0.000560665997027761,3.1434636022313334e-07,0.1836317017105171,0.0608914276455736
stock_51,0.030535498235506674,30.762363613988665,21.74058803300038,0.00045603454998657486,2.0796751078145782e-07,0.1959278224131148,0.06551548355280536
stock_20,0.031590888307252624,30.81011869359795,21.510616548637085,0.0005754195734277226,3.311076854837422e-07,0.19487941144533014,0.06642768592243595
stock_73,0.03394808179506509,31.61207437068576,23.581734237472716,0.0005495055444615817,3.019563433940193e-07,0.21233673521034985,0.07194572011398975
stock_63,0.032672779337307084,31.73958723467223,21.376040850768142,0.0004728528703408194,2.2358983698955174e-07,0.19519629866236723,0.06773381562493563
stock_113,0.03136803397448156,32.4125101952488,22.257135178922926,0.0005314758708997177,2.8246660134861337e-07,0.1993849088998028,0.06812370963889457
stock_111,0.02888610309737618,32.56552311165934,21.14917063600996,0.00031535699347100797,9.945003333107337e-08,0.18946565383364367,0.06289741880678311
stock_32,0.03845871800972867,32.685571138304105,22.527783414468743,0.0004016041917710684,1.6128592684809306e-07,0.2077937587068591,0.07753383342558358
stock_64,0.034766611436407684,33.130045973246354,23.61616572575864,0.00038757760568267676,1.5021640042671648e-07,0.21066252496841764,0.07453440183347519
stock_39,0.03375365093457635,34.17873379045411,22.93622133774403,0.00040884759973681755,1.6715635981055698e-07,0.20359540082242286,0.0732470821169261
stock_84,0.02629067395537149,34.187478660801126,19.90851762261513,0.0005568828574347654,3.101185169047093e-07,0.17910145370936975,0.05638708735482049
stock_15,0.037382716854123824,35.1086939716725,24.47634900642943,0.0005433417082097581,2.952202118802979e-07,0.21554078902269933,0.08018563155861748
stock_36,0.03766146566632758,35.76093747475695,22.866003853037782,0.0007761449431138065,6.02400972721134e-07,0.20559535426519224,0.07718310755420112
stock_34,0.03834702459553872,35.85229087629286,25.831455041114577,0.0004696433289004904,2.205648563807342e-07,0.22835666900531926,0.08348396380768214
stock_52,0.037586655938269105,35.95859761294372,25.30834015215038,0.0006353469987960546,4.0366580887915376e-07,0.22130775429320923,0.08195073554738644
stock_77,0.029126431266887184,36.12245163998433,20.377613678574594,0.0006477664039702138,4.196013141125022e-07,0.1797279541810953,0.06288281239775156
stock_99,0.04497870283197558,36.283514164824396,26.07893939518436,0.00047441781806168657,2.2507226609441154e-07,0.23175441346593093,0.09178778205361546
stock_109,0.03683575154244391,36.621810327819375,25.290574766962237,0.0006342949127489918,4.023300363392512e-07,0.22055636440373688,0.08136460425036982
stock_87,0.03780191493671456,36.68971282922994,25.518731509686653,0.0006845505283395056,4.6860942584989633e-07,0.2225786548318016,0.08334642967466355
stock_17,0.04179659935675952,37.03662209580984,25.475299030236283,0.0007121307909221528,5.071302633794109e-07,0.224014574901158,0.08769461919297977
stock_26,0.03725095580662722,37.2036564581957,24.371308900861845,0.0005798384552121705,3.362126341428363e-07,0.21456778422165698,0.08146782140187772
stock_125,0.04033185268604291,37.35915236225603,25.994028858314795,0.00033978769187426126,1.1545567554923792e-07,0.23027548377926607,0.08703794991913817
stock_67,0.035000480765884905,37.57688809386827,23.805791230934556,0.00046372832028831616,2.1504395503742316e-07,0.20840167422776168,0.07663509538186335
stock_1,0.04211905394150593,37.91814540787021,25.9118588661186,0.0008398110380318959,7.052825796002105e-07,0.2275226888004568,0.08994017866209945
stock_47,0.04488971058663941,38.20978214800987,26.39181286594573,0.00037108163505294165,1.377015798735646e-07,0.2359972007962472,0.09472214617851489
stock_13,0.043793820762851945,38.43642946589577,25.40471352896568,0.0004442629019600762,1.9736952605798825e-07,0.2254585195043767,0.09188790719341397
stock_68,0.04268031861854362,38.88438976308137,26.891461965756193,0.0006047142623445218,3.6567933908287906e-07,0.23493726786685473,0.093305871300225
stock_122,0.040515290771810084,38.92206153368766,25.104567307999798,0.0007788631790851649,6.066278517346495e-07,0.21897427722810847,0.08715760337550227
stock_46,0.04809152224500451,39.58474880040766,26.905037050359347,0.00031379701239214476,9.846856498623584e-08,0.23771640854342987,0.09957623706240452
stock_2,0.03345247325371759,40.135966346552124,22.90958964137906,0.0005217671221096379,2.7224092971457377e-07,0.20161567429679927,0.07369191067885081
stock_86,0.04097875227151002,40.98559632201536,25.481287565874112,0.000548085792814837,3.003980362854684e-07,0.22411515728255318,0.08798155361485337
stock_41,0.05066424899451089,41.54531045538251,27.370258884325427,0.0003326984961305888,1.1068828932755539e-07,0.23826565504446162,0.1052525722675536
stock_53,0.04685244909379717,41.71025226268691,28.176582437311165,0.0004767855038471096,2.2732441667874217e-07,0.245730388811377,0.10204717520371348
stock_94,0.04616228075263038,42.54357986966948,27.9510727387606,0.0007615649506119825,5.799811740006313e-07,0.24009711499218334,0.10230004269204028
stock_59,0.047667654895230824,42.585144275342124,28.914587520906576,0.0008264485446569834,6.830171969656458e-07,0.24973805719120706,0.10516791669983457
stock_102,0.051682998714974185,43.59080357515401,28.788195661983618,0.0009773636428676428,9.55239690399509e-07,0.2489247244072457,0.11198122266445414
stock_23,0.04801663628228114,43.61540998759782,28.924582091008748,0.0007404713647570797,5.482978420252123e-07,0.24674945180642274,0.10683542090879489
stock_114,0.043642840607529994,43.632066098058885,27.799289068822098,0.0012867647545214656,1.6557635334786878e-06,0.2375146642811416,0.09780276481873287
stock_108,0.0420418073151152,44.445651759336606,26.163088433201864,0.0004684457388725366,2.1944141026783676e-07,0.22320564774718582,0.09269516727898376
stock_8,0.04537885261928187,45.51991984638206,28.297043868617926,0.0006296063665124322,3.96404176752987e-07,0.2396191093437382,0.10255831862831322
stock_42,0.05046485244031544,45.723340568731814,27.830213545056697,0.0007794218679313819,6.074984482096446e-07,0.2420425988254936,0.10490655490827466
stock_107,0.05656564734575645,45.89041268537304,30.967546890798136,0.0009511933239392716,9.0476873950664e-07,0.2645584886488712,0.12159844464776823
stock_118,0.05341894592413502,46.51401814132433,31.356002418601232,0.0009874625230764137,9.75082234480437e-07,0.2656717087693499,0.11949350037502522
stock_78,0.04969782225295869,47.02175332404003,30.08758388384929,0.0008113025248310409,6.582117867972217e-07,0.2503618002289952,0.1131965493791066
stock_70,0.055091910492758446,47.752598764489164,31.586948637407257,0.0008794485563183809,7.734297632104844e-07,0.2667205054289146,0.12238213903895842
stock_62,0.05389266872153098,50.57535916947128,32.24913291039165,0.0016999487672900195,2.8898258114108567e-06,0.26613474390727504,0.12448012705730546
stock_48,0.052020189197373716,50.69311135727828,30.921864424861923,0.0007598446553039449,5.773639001939709e-07,0.25961649588041624,0.11679476671153949
stock_85,0.04509807749938176,51.56082267245662,28.313099439651634,0.000550880412508757,3.034692288858183e-07,0.237026514668338,0.10293581077711983
stock_82,0.06178252886804266,52.03982302837949,34.68779744517002,0.000731499705401088,5.350918190018784e-07,0.2881858647935745,0.13951668552624263
stock_28,0.05080261719670961,52.04625831519733,30.564603845303346,0.0006286125519120451,3.951537404213736e-07,0.25369911595255173,0.11654563289832454
stock_11,0.05749344042285563,54.311349210166796,32.49362519171102,0.0012235125352390553,1.4969829238871006e-06,0.26682759469342276,0.13012358152792997
stock_104,0.060667571520279885,54.570817994779595,33.558466514831345,0.0007528945137909237,5.668501488964713e-07,0.2748823337485876,0.13784675918528397
stock_81,0.057083024232844545,54.875413785770036,31.684892832325673,0.0011191059403214043,1.2523981056626545e-06,0.26390463679217036,0.12830851364432427
stock_3,0.05814894596404783,55.28133898285653,32.65248210845453,0.0011878032988756572,1.4108766768198938e-06,0.26895270930895754,0.13159496878465915
stock_21,0.06401004466903205,55.873982457363525,33.50747487925505,0.00046042175082797887,2.1198818863550145e-07,0.27663008704238407,0.1421894773376618
stock_22,0.05181654081560045,56.404039444134824,30.47656672828864,0.0013029305688164617,1.6976280671563885e-06,0.2524716210036189,0.11755878093174864
stock_55,0.0568602527090404,57.32367358730962,32.40899290510096,0.0009794661499359055,9.593539388702659e-07,0.2666034886574415,0.12939360686512189
stock_115,0.05703584057470494,57.49049860900763,32.91864866264109,0.001162797382533399,1.3520977528265238e-06,0.2705839069441616,0.12984896720903688
stock_105,0.055562218952101526,59.969118802145914,32.213993545691764,0.00100769615500888,1.0154515408196808e-06,0.25760841983469346,0.1300281440779667
stock_58,0.07914731054469028,60.67622428364609,39.06127513648174,0.0009509973996366964,9.043960541157585e-07,0.32049636298941053,0.1737831277355476
stock_19,0.07082937033156878,61.37121897334667,36.53012859114994,0.000675359419915634,4.561103460687817e-07,0.29583486273477055,0.15912676892355634
stock_66,0.06774708346613514,63.69302175240473,37.055706852023945,0.001039257944261281,1.0800570747101837e-06,0.29719584395609466,0.1564270355179665
stock_72,0.06426847774012324,64.5722108500909,37.1388373518501,0.0011291284669996756,1.2749310949890376e-06,0.29144382309676725,0.15288057965019053
stock_100,0.05191938210637566,67.3526548201547,31.141225498887977,0.002968109366891986,8.809673213831947e-06,0.2513762311221498,0.1204627663320721
stock_97,0.07166151303832241,68.1307412111174,39.44409333986937,0.0014012366395255368,1.963464119948819e-06,0.3087985357741412,0.1690686406929678
stock_40,0.07730768580792668,71.27706962689751,41.87276790613956,0.002565313138165983,6.580831496847004e-06,0.32208911195002315,0.18535499432617727
stock_4,0.07983976119353178,71.55351425839655,42.280440216436745,0.001188592803821054,1.4127528532951946e-06,0.3253087440430749,0.19043355166388412
stock_89,0.08009778305584649,72.97953886476466,39.61776607523497,0.0010402132427196813,1.0820435903293945e-06,0.3065423439658351,0.18130945364143905
stock_126,0.06931297603574807,74.94212347369181,38.40456226907888,0.0012758602719799817,1.627819433616833e-06,0.2942469133266519,0.16566346822645678
stock_90,0.08405315948767003,77.20004175402394,44.5765059069806,0.0015915102575581003,2.5329048999126505e-06,0.33350855432947457,0.20384508209063087
stock_116,0.0832752871585258,78.07311561145254,43.715784454217385,0.0015531711576021554,2.4123406448072197e-06,0.33105163717382985,0.20063173473171445
stock_7,0.06943141668520499,78.30962733641363,39.5675420118365,0.0006978960875737696,4.870589490507747e-07,0.3014120649879206,0.1670479902941838
stock_74,0.06659271123082089,79.93126176578801,35.52378214294667,0.000920435128818546,8.472008263632135e-07,0.2726735161914757,0.15636666098537885
stock_5,0.09088068675387669,81.6236456534432,45.68356463373975,0.0015212387132338956,2.3141672226415187e-06,0.3403908096959207,0.21696085727340694
stock_80,0.06755912673245822,84.08255443601192,35.70198177617363,0.0016723857438632878,2.796874076277162e-06,0.2758107461016392,0.15627816964257352
stock_103,0.08800608120836796,86.59336802827421,45.50733643344736,0.0017839714278426878,3.182554055359078e-06,0.339549314820938,0.21134379222377903
stock_38,0.07276568433142869,88.85377128315926,41.30944442372285,0.0014238909839625437,2.027465534209821e-06,0.3065234833345316,0.1797023639069848
stock_9,0.08089147120599723,88.98003542157379,42.65206721256551,0.0017173113096399823,2.949158134217391e-06,0.3234513110225851,0.19074179299509267
stock_30,0.08311203207674364,90.53727825713949,45.49458395083748,0.0017512557305859535,3.0668966339101418e-06,0.33023323786062525,0.20764399665407293
stock_83,0.07735594659063671,91.5896901208968,41.72926257357838,0.0012643112339027233,1.5984828961726266e-06,0.3138544960145714,0.1855483492565582
stock_110,0.10779770679473318,94.04610558138957,50.97657513448248,0.0009950439258480837,9.901124143671667e-07,0.3678388516339279,0.25871264369683084
stock_75,0.09013131860863634,97.45528166622117,47.4415161025647,0.0019102238945137968,3.648955327171457e-06,0.3455145726596302,0.2211923917880536
stock_16,0.09706970023756914,98.2442289231982,49.4420160609138,0.0015118709421324669,2.285753745664513e-06,0.35044092655483183,0.24107361958982912
stock_0,0.08998577495713485,102.99170169171401,48.643425915442556,0.0012463109938752755,1.5532910934543773e-06,0.35287854614105696,0.2220490862263291
stock_60,0.11577811457205911,107.48865315303829,57.16073655746532,0.001841095751268765,3.3896335653398976e-06,0.39348305073075607,0.29066549599095726
stock_18,0.1199578025735585,108.54141810899867,59.340625868810534,0.002827286402015963,7.993548399024369e-06,0.41327601000737973,0.30019892702735007
stock_37,0.1231045842017893,111.84858656077068,59.6011827490215,0.0023718013544117467,5.6254416647893965e-06,0.4092101672373594,0.30856406691884475
stock_27,0.11080258607455318,121.86723728569046,56.376484945882034,0.0021558856210176242,4.6478428109105476e-06,0.38095739311006344,0.2809115703718557
stock_98,0.11236408349893581,124.1867439065141,58.01015995056025,0.004088873476696764,1.6718886308434287e-05,0.3848117388775715,0.2895931387629824
stock_88,0.1221925113941853,126.16988684869064,58.85343221504643,0.0019447781276592153,3.7821619658216833e-06,0.39399472245350103,0.3036888532414063
stock_112,0.10723990990311093,135.17980100974424,57.3392621621859,0.002335062031943839,5.452514693025689e-06,0.38036292827314666,0.27816382594592587
stock_33,0.1275974219065761,178.89235099647706,67.5256518570097,0.0026495126565255224,7.019917317088932e-06,0.41830390249415306,0.33856866279047637
stock_31,0.261485442018632,249.53954555408964,88.30573264249716,0.0010743533241370016,1.1542350650842255e-06,0.5232127033827522,0.54960898270191
stock_6,0.04802276650635417,279.4305972488959,37.50331617158034,0.0011372634173441175,1.2933680804292204e-06,0.2336127500918435,0.1251860260146684
